bank_name,loan_type,interest_rate,tenure_years,min_amount,max_amount,processing_fee,employment_type,location,description
BOB,Personal Loan,8.68,3,200000,2000000,₹2218,Government,Kondapur,"BOB offers a personal loan at 8.68% for up to ₹2000000 in Kondapur, Hyderabad."
HDFC,Education Loan,7.95,1,50000,500000,₹7247,Salaried,Madhapur,"HDFC offers a education loan at 7.95% for up to ₹500000 in Madhapur, Hyderabad."
Canara,Home Loan,13.51,1,200000,1000000,₹9272,Self-Employed,Gachibowli,"Canara offers a home loan at 13.51% for up to ₹1000000 in Gachibowli, Hyderabad."
Yes Bank,Personal Loan,7.14,2,200000,500000,₹4220,Self-Employed,Attapur,"Yes Bank offers a personal loan at 7.14% for up to ₹500000 in Attapur, Hyderabad."
Axis,Education Loan,11.37,5,50000,500000,₹7478,Pensioner,Miyapur,"Axis offers a education loan at 11.37% for up to ₹500000 in Miyapur, Hyderabad."
PNB,Home Loan,7.09,2,50000,500000,₹6181,Pensioner,Hitech City,"PNB offers a home loan at 7.09% for up to ₹500000 in Hitech City, Hyderabad."
BOB,Personal Loan,12.44,20,50000,2000000,₹7398,Government,Secunderabad,"BOB offers a personal loan at 12.44% for up to ₹2000000 in Secunderabad, Hyderabad."
PNB,Personal Loan,13.67,15,50000,2000000,₹2910,Salaried,Banjara Hills,"PNB offers a personal loan at 13.67% for up to ₹2000000 in Banjara Hills, Hyderabad."
Yes Bank,Vehicle Loan,9.47,1,100000,2000000,₹6626,Government,Mehdipatnam,"Yes Bank offers a vehicle loan at 9.47% for up to ₹2000000 in Mehdipatnam, Hyderabad."
Canara,Home Loan,10.77,20,50000,2000000,₹2427,Government,Begumpet,"Canara offers a home loan at 10.77% for up to ₹2000000 in Begumpet, Hyderabad."
PNB,Education Loan,8.72,2,100000,1000000,₹6511,Government,Tolichowki,"PNB offers a education loan at 8.72% for up to ₹1000000 in Tolichowki, Hyderabad."
Canara,Home Loan,13.96,10,50000,1000000,₹5976,Salaried,Dilsukhnagar,"Canara offers a home loan at 13.96% for up to ₹1000000 in Dilsukhnagar, Hyderabad."
Axis,Education Loan,13.96,2,200000,500000,₹8955,Self-Employed,Kondapur,"Axis offers a education loan at 13.96% for up to ₹500000 in Kondapur, Hyderabad."
Kotak,Personal Loan,14.35,20,100000,1000000,₹4869,Government,Dilsukhnagar,"Kotak offers a personal loan at 14.35% for up to ₹1000000 in Dilsukhnagar, Hyderabad."
BOB,Education Loan,14.08,1,50000,2000000,₹7903,Salaried,Banjara Hills,"BOB offers a education loan at 14.08% for up to ₹2000000 in Banjara Hills, Hyderabad."
ICICI,Vehicle Loan,13.79,10,50000,1000000,₹5999,Self-Employed,Banjara Hills,"ICICI offers a vehicle loan at 13.79% for up to ₹1000000 in Banjara Hills, Hyderabad."
HDFC,Personal Loan,13.01,20,100000,1000000,₹9219,Pensioner,Mehdipatnam,"HDFC offers a personal loan at 13.01% for up to ₹1000000 in Mehdipatnam, Hyderabad."
Canara,Vehicle Loan,8.14,10,200000,500000,₹9469,Self-Employed,Begumpet,"Canara offers a vehicle loan at 8.14% for up to ₹500000 in Begumpet, Hyderabad."
Yes Bank,Home Loan,14.32,10,200000,500000,₹5201,Pensioner,Hitech City,"Yes Bank offers a home loan at 14.32% for up to ₹500000 in Hitech City, Hyderabad."
IDFC First,Personal Loan,10.87,2,200000,2000000,₹7650,Government,Miyapur,"IDFC First offers a personal loan at 10.87% for up to ₹2000000 in Miyapur, Hyderabad."
BOB,Personal Loan,7.88,1,50000,1000000,₹9650,Pensioner,Tolichowki,"BOB offers a personal loan at 7.88% for up to ₹1000000 in Tolichowki, Hyderabad."
IDFC First,Home Loan,9.19,3,200000,1000000,₹5489,Government,Miyapur,"IDFC First offers a home loan at 9.19% for up to ₹1000000 in Miyapur, Hyderabad."
PNB,Education Loan,9.43,20,50000,1000000,₹7149,Salaried,Banjara Hills,"PNB offers a education loan at 9.43% for up to ₹1000000 in Banjara Hills, Hyderabad."
IDFC First,Home Loan,13.88,15,200000,1000000,₹6708,Government,Kondapur,"IDFC First offers a home loan at 13.88% for up to ₹1000000 in Kondapur, Hyderabad."
HDFC,Vehicle Loan,13.71,10,100000,500000,₹1769,Salaried,Secunderabad,"HDFC offers a vehicle loan at 13.71% for up to ₹500000 in Secunderabad, Hyderabad."
Axis,Vehicle Loan,11.71,5,200000,2000000,₹7080,Salaried,Kukatpally,"Axis offers a vehicle loan at 11.71% for up to ₹2000000 in Kukatpally, Hyderabad."
Axis,Home Loan,12.55,2,200000,2000000,₹9298,Pensioner,Kukatpally,"Axis offers a home loan at 12.55% for up to ₹2000000 in Kukatpally, Hyderabad."
IDFC First,Education Loan,14.5,1,100000,1000000,₹9298,Salaried,Dilsukhnagar,"IDFC First offers a education loan at 14.5% for up to ₹1000000 in Dilsukhnagar, Hyderabad."
ICICI,Education Loan,14.85,15,200000,1000000,₹2909,Government,Hitech City,"ICICI offers a education loan at 14.85% for up to ₹1000000 in Hitech City, Hyderabad."
BOB,Education Loan,14.23,10,200000,1000000,₹7009,Government,Hitech City,"BOB offers a education loan at 14.23% for up to ₹1000000 in Hitech City, Hyderabad."
Canara,Personal Loan,12.98,10,50000,2000000,₹2026,Salaried,Mehdipatnam,"Canara offers a personal loan at 12.98% for up to ₹2000000 in Mehdipatnam, Hyderabad."
Canara,Personal Loan,12.21,2,100000,2000000,₹4022,Self-Employed,Kondapur,"Canara offers a personal loan at 12.21% for up to ₹2000000 in Kondapur, Hyderabad."
PNB,Home Loan,10.66,2,100000,500000,₹8537,Self-Employed,Gachibowli,"PNB offers a home loan at 10.66% for up to ₹500000 in Gachibowli, Hyderabad."
ICICI,Education Loan,9.47,3,50000,500000,₹6037,Self-Employed,Hitech City,"ICICI offers a education loan at 9.47% for up to ₹500000 in Hitech City, Hyderabad."
BOB,Home Loan,9.37,2,100000,2000000,₹6550,Government,Hitech City,"BOB offers a home loan at 9.37% for up to ₹2000000 in Hitech City, Hyderabad."
SBI,Education Loan,10.26,10,50000,2000000,₹3245,Pensioner,Attapur,"SBI offers a education loan at 10.26% for up to ₹2000000 in Attapur, Hyderabad."
BOB,Education Loan,7.61,1,200000,2000000,₹3492,Pensioner,Ameerpet,"BOB offers a education loan at 7.61% for up to ₹2000000 in Ameerpet, Hyderabad."
SBI,Personal Loan,14.74,5,50000,1000000,₹5568,Salaried,Jubilee Hills,"SBI offers a personal loan at 14.74% for up to ₹1000000 in Jubilee Hills, Hyderabad."
ICICI,Vehicle Loan,8.77,2,200000,500000,₹7615,Pensioner,LB Nagar,"ICICI offers a vehicle loan at 8.77% for up to ₹500000 in LB Nagar, Hyderabad."
SBI,Personal Loan,9.39,20,50000,500000,₹2618,Government,Kondapur,"SBI offers a personal loan at 9.39% for up to ₹500000 in Kondapur, Hyderabad."
SBI,Personal Loan,12.06,10,100000,500000,₹4985,Self-Employed,LB Nagar,"SBI offers a personal loan at 12.06% for up to ₹500000 in LB Nagar, Hyderabad."
Yes Bank,Education Loan,9.35,20,100000,1000000,₹8987,Government,Gachibowli,"Yes Bank offers a education loan at 9.35% for up to ₹1000000 in Gachibowli, Hyderabad."
Axis,Education Loan,14.29,3,100000,1000000,₹6072,Self-Employed,Kondapur,"Axis offers a education loan at 14.29% for up to ₹1000000 in Kondapur, Hyderabad."
Axis,Home Loan,11.08,5,100000,1000000,₹4025,Pensioner,Banjara Hills,"Axis offers a home loan at 11.08% for up to ₹1000000 in Banjara Hills, Hyderabad."
BOB,Home Loan,8.37,10,100000,2000000,₹1511,Pensioner,LB Nagar,"BOB offers a home loan at 8.37% for up to ₹2000000 in LB Nagar, Hyderabad."
Canara,Vehicle Loan,13.41,10,50000,500000,₹2385,Government,LB Nagar,"Canara offers a vehicle loan at 13.41% for up to ₹500000 in LB Nagar, Hyderabad."
Kotak,Education Loan,14.32,15,200000,1000000,₹1286,Self-Employed,Begumpet,"Kotak offers a education loan at 14.32% for up to ₹1000000 in Begumpet, Hyderabad."
Kotak,Vehicle Loan,12.91,5,200000,500000,₹8585,Government,Kukatpally,"Kotak offers a vehicle loan at 12.91% for up to ₹500000 in Kukatpally, Hyderabad."
SBI,Vehicle Loan,14.27,10,50000,500000,₹1792,Government,Begumpet,"SBI offers a vehicle loan at 14.27% for up to ₹500000 in Begumpet, Hyderabad."
Kotak,Home Loan,7.97,20,100000,500000,₹5574,Self-Employed,Dilsukhnagar,"Kotak offers a home loan at 7.97% for up to ₹500000 in Dilsukhnagar, Hyderabad."
ICICI,Home Loan,13.55,2,100000,500000,₹7928,Pensioner,Madhapur,"ICICI offers a home loan at 13.55% for up to ₹500000 in Madhapur, Hyderabad."
Yes Bank,Vehicle Loan,11.96,10,200000,500000,₹8261,Salaried,Secunderabad,"Yes Bank offers a vehicle loan at 11.96% for up to ₹500000 in Secunderabad, Hyderabad."
BOB,Vehicle Loan,11.74,15,50000,1000000,₹4734,Pensioner,Mehdipatnam,"BOB offers a vehicle loan at 11.74% for up to ₹1000000 in Mehdipatnam, Hyderabad."
Axis,Education Loan,12.37,10,50000,500000,₹8681,Government,Jubilee Hills,"Axis offers a education loan at 12.37% for up to ₹500000 in Jubilee Hills, Hyderabad."
PNB,Home Loan,11.44,3,200000,2000000,₹1146,Self-Employed,Secunderabad,"PNB offers a home loan at 11.44% for up to ₹2000000 in Secunderabad, Hyderabad."
Yes Bank,Personal Loan,7.77,5,50000,1000000,₹1423,Self-Employed,Secunderabad,"Yes Bank offers a personal loan at 7.77% for up to ₹1000000 in Secunderabad, Hyderabad."
IDFC First,Personal Loan,14.47,2,100000,500000,₹3929,Pensioner,Jubilee Hills,"IDFC First offers a personal loan at 14.47% for up to ₹500000 in Jubilee Hills, Hyderabad."
PNB,Vehicle Loan,10.69,20,50000,1000000,₹8535,Government,Jubilee Hills,"PNB offers a vehicle loan at 10.69% for up to ₹1000000 in Jubilee Hills, Hyderabad."
IDFC First,Education Loan,7.14,1,50000,2000000,₹7970,Pensioner,Banjara Hills,"IDFC First offers a education loan at 7.14% for up to ₹2000000 in Banjara Hills, Hyderabad."
IDFC First,Personal Loan,12.56,10,100000,500000,₹1099,Salaried,Dilsukhnagar,"IDFC First offers a personal loan at 12.56% for up to ₹500000 in Dilsukhnagar, Hyderabad."
Kotak,Education Loan,8.2,15,50000,1000000,₹8252,Government,Dilsukhnagar,"Kotak offers a education loan at 8.2% for up to ₹1000000 in Dilsukhnagar, Hyderabad."
HDFC,Education Loan,13.07,1,200000,2000000,₹1415,Government,Madhapur,"HDFC offers a education loan at 13.07% for up to ₹2000000 in Madhapur, Hyderabad."
IDFC First,Home Loan,10.62,5,200000,1000000,₹9660,Pensioner,Dilsukhnagar,"IDFC First offers a home loan at 10.62% for up to ₹1000000 in Dilsukhnagar, Hyderabad."
Canara,Education Loan,7.08,10,200000,2000000,₹3057,Self-Employed,Ameerpet,"Canara offers a education loan at 7.08% for up to ₹2000000 in Ameerpet, Hyderabad."
Yes Bank,Vehicle Loan,9.45,10,200000,1000000,₹3686,Salaried,Attapur,"Yes Bank offers a vehicle loan at 9.45% for up to ₹1000000 in Attapur, Hyderabad."
Yes Bank,Vehicle Loan,9.3,10,50000,2000000,₹3360,Self-Employed,Tolichowki,"Yes Bank offers a vehicle loan at 9.3% for up to ₹2000000 in Tolichowki, Hyderabad."
ICICI,Vehicle Loan,9.8,2,100000,500000,₹8193,Government,Ameerpet,"ICICI offers a vehicle loan at 9.8% for up to ₹500000 in Ameerpet, Hyderabad."
HDFC,Education Loan,10.41,5,100000,1000000,₹4544,Pensioner,Gachibowli,"HDFC offers a education loan at 10.41% for up to ₹1000000 in Gachibowli, Hyderabad."
ICICI,Personal Loan,11.7,5,100000,500000,₹5122,Pensioner,Tolichowki,"ICICI offers a personal loan at 11.7% for up to ₹500000 in Tolichowki, Hyderabad."
Yes Bank,Home Loan,14.22,3,50000,2000000,₹9475,Government,Kukatpally,"Yes Bank offers a home loan at 14.22% for up to ₹2000000 in Kukatpally, Hyderabad."
ICICI,Vehicle Loan,11.9,10,50000,2000000,₹3158,Government,Hitech City,"ICICI offers a vehicle loan at 11.9% for up to ₹2000000 in Hitech City, Hyderabad."
PNB,Personal Loan,14.37,10,200000,2000000,₹9743,Government,Secunderabad,"PNB offers a personal loan at 14.37% for up to ₹2000000 in Secunderabad, Hyderabad."
Kotak,Personal Loan,13.04,2,200000,500000,₹5386,Government,Kukatpally,"Kotak offers a personal loan at 13.04% for up to ₹500000 in Kukatpally, Hyderabad."
ICICI,Education Loan,12.17,1,100000,1000000,₹2276,Self-Employed,LB Nagar,"ICICI offers a education loan at 12.17% for up to ₹1000000 in LB Nagar, Hyderabad."
Kotak,Education Loan,11.38,2,50000,2000000,₹2572,Salaried,Kondapur,"Kotak offers a education loan at 11.38% for up to ₹2000000 in Kondapur, Hyderabad."
HDFC,Vehicle Loan,11.4,2,200000,2000000,₹4524,Salaried,Tolichowki,"HDFC offers a vehicle loan at 11.4% for up to ₹2000000 in Tolichowki, Hyderabad."
BOB,Education Loan,8.78,5,100000,1000000,₹6057,Self-Employed,Mehdipatnam,"BOB offers a education loan at 8.78% for up to ₹1000000 in Mehdipatnam, Hyderabad."
Yes Bank,Education Loan,8.85,1,200000,2000000,₹2562,Government,Kukatpally,"Yes Bank offers a education loan at 8.85% for up to ₹2000000 in Kukatpally, Hyderabad."
SBI,Education Loan,9.43,3,100000,1000000,₹1867,Pensioner,Mehdipatnam,"SBI offers a education loan at 9.43% for up to ₹1000000 in Mehdipatnam, Hyderabad."
ICICI,Vehicle Loan,8.16,1,50000,500000,₹8716,Pensioner,Begumpet,"ICICI offers a vehicle loan at 8.16% for up to ₹500000 in Begumpet, Hyderabad."
ICICI,Home Loan,11.24,10,100000,500000,₹5537,Government,Ameerpet,"ICICI offers a home loan at 11.24% for up to ₹500000 in Ameerpet, Hyderabad."
ICICI,Home Loan,13.13,1,200000,2000000,₹9601,Self-Employed,Jubilee Hills,"ICICI offers a home loan at 13.13% for up to ₹2000000 in Jubilee Hills, Hyderabad."
Canara,Education Loan,8.37,1,50000,2000000,₹2361,Pensioner,Kondapur,"Canara offers a education loan at 8.37% for up to ₹2000000 in Kondapur, Hyderabad."
PNB,Vehicle Loan,8.13,2,100000,500000,₹5703,Self-Employed,Tolichowki,"PNB offers a vehicle loan at 8.13% for up to ₹500000 in Tolichowki, Hyderabad."
Canara,Home Loan,10.04,10,200000,2000000,₹7839,Government,Mehdipatnam,"Canara offers a home loan at 10.04% for up to ₹2000000 in Mehdipatnam, Hyderabad."
Axis,Personal Loan,7.91,3,50000,500000,₹5163,Pensioner,Attapur,"Axis offers a personal loan at 7.91% for up to ₹500000 in Attapur, Hyderabad."
Axis,Education Loan,11.13,15,100000,2000000,₹1949,Salaried,Gachibowli,"Axis offers a education loan at 11.13% for up to ₹2000000 in Gachibowli, Hyderabad."
SBI,Personal Loan,7.94,2,100000,2000000,₹3002,Salaried,Begumpet,"SBI offers a personal loan at 7.94% for up to ₹2000000 in Begumpet, Hyderabad."
SBI,Personal Loan,7.18,5,100000,2000000,₹1943,Pensioner,Hitech City,"SBI offers a personal loan at 7.18% for up to ₹2000000 in Hitech City, Hyderabad."
Yes Bank,Home Loan,10.43,15,100000,500000,₹3997,Self-Employed,Tolichowki,"Yes Bank offers a home loan at 10.43% for up to ₹500000 in Tolichowki, Hyderabad."
Axis,Personal Loan,12.72,2,100000,500000,₹2978,Pensioner,Mehdipatnam,"Axis offers a personal loan at 12.72% for up to ₹500000 in Mehdipatnam, Hyderabad."
Axis,Personal Loan,14.38,2,200000,500000,₹8300,Government,LB Nagar,"Axis offers a personal loan at 14.38% for up to ₹500000 in LB Nagar, Hyderabad."
IDFC First,Vehicle Loan,8.07,15,50000,500000,₹7445,Pensioner,Tolichowki,"IDFC First offers a vehicle loan at 8.07% for up to ₹500000 in Tolichowki, Hyderabad."
Kotak,Home Loan,14.94,3,200000,1000000,₹3996,Pensioner,Gachibowli,"Kotak offers a home loan at 14.94% for up to ₹1000000 in Gachibowli, Hyderabad."
Kotak,Personal Loan,12.66,1,100000,500000,₹4375,Salaried,Tolichowki,"Kotak offers a personal loan at 12.66% for up to ₹500000 in Tolichowki, Hyderabad."
ICICI,Home Loan,14.11,2,50000,500000,₹3394,Pensioner,Kukatpally,"ICICI offers a home loan at 14.11% for up to ₹500000 in Kukatpally, Hyderabad."
ICICI,Vehicle Loan,11.52,2,100000,1000000,₹2741,Pensioner,Hitech City,"ICICI offers a vehicle loan at 11.52% for up to ₹1000000 in Hitech City, Hyderabad."
SBI,Home Loan,7.62,2,200000,2000000,₹3023,Pensioner,Dilsukhnagar,"SBI offers a home loan at 7.62% for up to ₹2000000 in Dilsukhnagar, Hyderabad."
PNB,Personal Loan,11.91,1,200000,500000,₹8064,Salaried,Gachibowli,"PNB offers a personal loan at 11.91% for up to ₹500000 in Gachibowli, Hyderabad."
BOB,Home Loan,12.27,15,100000,1000000,₹9105,Government,LB Nagar,"BOB offers a home loan at 12.27% for up to ₹1000000 in LB Nagar, Hyderabad."
Kotak,Education Loan,7.16,20,100000,500000,₹3623,Pensioner,Attapur,"Kotak offers a education loan at 7.16% for up to ₹500000 in Attapur, Hyderabad."
PNB,Personal Loan,8.13,15,50000,2000000,₹3728,Government,Kukatpally,"PNB offers a personal loan at 8.13% for up to ₹2000000 in Kukatpally, Hyderabad."
SBI,Personal Loan,11.39,3,50000,1000000,₹4422,Self-Employed,Attapur,"SBI offers a personal loan at 11.39% for up to ₹1000000 in Attapur, Hyderabad."
ICICI,Education Loan,13.75,1,50000,2000000,₹4157,Pensioner,Madhapur,"ICICI offers a education loan at 13.75% for up to ₹2000000 in Madhapur, Hyderabad."
SBI,Education Loan,12.2,20,200000,500000,₹4514,Salaried,Hitech City,"SBI offers a education loan at 12.2% for up to ₹500000 in Hitech City, Hyderabad."
Yes Bank,Home Loan,12.53,3,200000,500000,₹2395,Pensioner,Miyapur,"Yes Bank offers a home loan at 12.53% for up to ₹500000 in Miyapur, Hyderabad."
Yes Bank,Education Loan,8.35,15,100000,500000,₹5183,Government,Banjara Hills,"Yes Bank offers a education loan at 8.35% for up to ₹500000 in Banjara Hills, Hyderabad."
Yes Bank,Personal Loan,13.95,1,100000,1000000,₹9875,Pensioner,Secunderabad,"Yes Bank offers a personal loan at 13.95% for up to ₹1000000 in Secunderabad, Hyderabad."
ICICI,Vehicle Loan,12.3,10,200000,500000,₹7640,Self-Employed,Tolichowki,"ICICI offers a vehicle loan at 12.3% for up to ₹500000 in Tolichowki, Hyderabad."
HDFC,Personal Loan,10.13,10,50000,2000000,₹5099,Salaried,Jubilee Hills,"HDFC offers a personal loan at 10.13% for up to ₹2000000 in Jubilee Hills, Hyderabad."
PNB,Education Loan,14.68,3,200000,500000,₹8794,Self-Employed,Ameerpet,"PNB offers a education loan at 14.68% for up to ₹500000 in Ameerpet, Hyderabad."
Canara,Education Loan,13.42,10,100000,500000,₹6340,Pensioner,Madhapur,"Canara offers a education loan at 13.42% for up to ₹500000 in Madhapur, Hyderabad."
Kotak,Personal Loan,7.16,10,100000,2000000,₹1736,Self-Employed,Kondapur,"Kotak offers a personal loan at 7.16% for up to ₹2000000 in Kondapur, Hyderabad."
Yes Bank,Personal Loan,12.54,10,200000,1000000,₹5570,Government,Hitech City,"Yes Bank offers a personal loan at 12.54% for up to ₹1000000 in Hitech City, Hyderabad."
IDFC First,Education Loan,12.13,15,50000,1000000,₹2120,Pensioner,Gachibowli,"IDFC First offers a education loan at 12.13% for up to ₹1000000 in Gachibowli, Hyderabad."
HDFC,Personal Loan,14.73,1,100000,1000000,₹8841,Government,Attapur,"HDFC offers a personal loan at 14.73% for up to ₹1000000 in Attapur, Hyderabad."
Kotak,Vehicle Loan,9.31,15,200000,500000,₹6758,Government,Jubilee Hills,"Kotak offers a vehicle loan at 9.31% for up to ₹500000 in Jubilee Hills, Hyderabad."
IDFC First,Education Loan,10.11,5,200000,1000000,₹8823,Government,Gachibowli,"IDFC First offers a education loan at 10.11% for up to ₹1000000 in Gachibowli, Hyderabad."
Yes Bank,Education Loan,10.36,15,200000,500000,₹8689,Pensioner,Attapur,"Yes Bank offers a education loan at 10.36% for up to ₹500000 in Attapur, Hyderabad."
IDFC First,Personal Loan,12.9,5,50000,500000,₹1988,Self-Employed,Banjara Hills,"IDFC First offers a personal loan at 12.9% for up to ₹500000 in Banjara Hills, Hyderabad."
SBI,Home Loan,9.76,10,50000,1000000,₹8161,Government,Hitech City,"SBI offers a home loan at 9.76% for up to ₹1000000 in Hitech City, Hyderabad."
